orderid,shipcity,shipstate,shippostalcode,shipcountry,courier_status
404-0839562-5988318,SATARA,MAHARASHTRA,415002.0,IN,Shipped
402-5617941-0672319,MARGAO,GOA,403602.0,IN,Shipped
171-3834877-0797900,HOSUR,TAMIL NADU,635109.0,IN,Shipped
171-9980436-3297166,PUNE,MAHARASHTRA,411028.0,IN,Shipped
407-9956657-0835502,CHENNAI,TAMIL NADU,603210.0,IN,Shipped
403-3113422-5157934,PATNA,BIHAR,801505.0,IN,Shipped
403-4103318-7993119,THANE,MAHARASHTRA,400607.0,IN,Shipped
405-1049898-0265931,COIMBATORE,TAMIL NADU,641022.0,IN,Shipped
403-9942541-0779542,VISAKHAPATNAM,ANDHRA PRADESH,530016.0,IN,Shipped
404-4038011-1371508,VISAKHAPATNAM,ANDHRA PRADESH,530022.0,IN,Shipped
408-5168172-6197167,HYDERABAD,TELANGANA,500062.0,IN,Shipped
402-2345448-6512329,MUMBAI-400064,MAHARASHTRA,400064.0,IN,Shipped
402-6095367-2705959,HYDERABAD,TELANGANA,500082.0,IN,Shipped
407-3109305-3810759,MUMBAI,MAHARASHTRA,400061.0,IN,Shipped
406-1352039-2970707,NEW DELHI,DELHI,110019.0,IN,Unknown
402-3401815-4015524,SURAT,Gujarat,395006.0,IN,Shipped
407-3635988-5337160,BENGALURU,KARNATAKA,560077.0,IN,Shipped
407-4481601-7425947,DHULE,MAHARASHTRA,424002.0,IN,Shipped
404-7197053-2709143,BHOPAL,MADHYA PRADESH,462041.0,IN,Shipped
402-4347254-0027503,NAMBIYUR,TAMIL NADU,638458.0,IN,Unknown
402-4347254-0027503,NAMBIYUR,TAMIL NADU,638458.0,IN,Unknown
408-8925818-2467530,JAMNAGAR,Gujarat,361010.0,IN,Shipped
405-1312067-6113919,PUNE,MAHARASHTRA,411038.0,IN,Shipped
405-1312067-6113919,PUNE,MAHARASHTRA,411038.0,IN,Shipped
405-1312067-6113919,PUNE,MAHARASHTRA,411038.0,IN,Shipped
406-9295528-5303557,Ambala Cantt,HARYANA,133001.0,IN,Shipped
402-0915179-2671522,Pratapgarh,UTTAR PRADESH,230402.0,IN,Shipped
405-9583048-1034729,BENGALURU,KARNATAKA,560068.0,IN,Shipped
405-6459986-6609955,BENGALURU,KARNATAKA,560068.0,IN,Shipped
408-7643673-0761151,PUNE,MAHARASHTRA,411027.0,IN,Shipped
408-3368346-8749968,CHENNAI,TAMIL NADU,600089.0,IN,Shipped
405-3300560-5429124,Mumbai,MAHARASHTRA,400011.0,IN,Shipped
408-5133470-4782754,HYDERABAD,TELANGANA,500075.0,IN,Shipped
403-8801154-9121115,IMPHAL,MANIPUR,795001.0,IN,Shipped
171-1331566-5789154,NEW DELHI,DELHI,110068.0,IN,Shipped
171-1874468-0089140,TARIKERE,KARNATAKA,577228.0,IN,Unknown
171-9069025-5601915,NEW DELHI,DELHI,110096.0,IN,Shipped
406-9032821-4226743,BENGALURU,KARNATAKA,560066.0,IN,Shipped
403-9914853-6752348,CUDDALORE,TAMIL NADU,608002.0,IN,Shipped
171-0921313-7593958,Trivandrum,KERALA,695002.0,IN,Shipped
402-1377633-9429166,T KALLUPATTI,TAMIL NADU,625702.0,IN,Shipped
402-1377633-9429166,T KALLUPATTI,TAMIL NADU,625702.0,IN,Shipped
402-2506060-5733950,HANSI,HARYANA,125033.0,IN,Shipped
402-2506060-5733950,HANSI,HARYANA,125033.0,IN,Shipped
403-0806781-7303514,BENGALURU,KARNATAKA,560049.0,IN,Shipped
408-7489302-3393100,RAIPUR,CHHATTISGARH,492013.0,IN,Shipped
406-3170733-5953162,KOLKATA,WEST BENGAL,700033.0,IN,Shipped
407-6004648-5874743,DEHRADUN,UTTARAKHAND,248001.0,IN,Shipped
407-6004648-5874743,DEHRADUN,UTTARAKHAND,248001.0,IN,Shipped
407-6004648-5874743,DEHRADUN,UTTARAKHAND,248001.0,IN,Shipped
171-5083454-2090710,NAVI MUMBAI,MAHARASHTRA,400708.0,IN,Shipped
171-5083454-2090710,NAVI MUMBAI,MAHARASHTRA,400708.0,IN,Shipped
171-7224101-6213109,BENGALURU,KARNATAKA,560037.0,IN,Shipped
171-7224101-6213109,BENGALURU,KARNATAKA,560037.0,IN,Shipped
171-6980086-3733950,Chennai,TAMIL NADU,600072.0,IN,Shipped
405-6045997-1681130,GWALIOR,MADHYA PRADESH,474005.0,IN,Unknown
404-3974058-1681956,BANGALORE,KARNATAKA,560098.0,IN,Shipped
404-3751603-9114740,BANGALORE,KARNATAKA,560098.0,IN,Shipped
406-3329962-6204340,SECUNDERABAD,TELANGANA,500025.0,IN,Shipped
402-5004278-1473959,Kochi,KERALA,682013.0,IN,Shipped
408-0297541-8231519,CHENNAI,TAMIL NADU,600106.0,IN,Shipped
403-3004631-6241167,WARANGAL,TELANGANA,506002.0,IN,Unknown
406-1901396-4606760,BENGALURU,KARNATAKA,560099.0,IN,Shipped
171-5306558-7185907,BENGALURU,KARNATAKA,560103.0,IN,Shipped
171-1267696-8654732,BENGALURU,KARNATAKA,560103.0,IN,Shipped
403-7992028-7730723,Navi Mumbai,MAHARASHTRA,400705.0,IN,Cancelled
403-2357719-0985140,CHICALIM,GOA,403710.0,IN,Shipped
404-1664902-4965955,DHRANGADHRA,Gujarat,363310.0,IN,Shipped
403-9079354-5907523,THANE,MAHARASHTRA,400607.0,IN,Cancelled
403-0248637-1148373,KOTTAYAM,KERALA,686613.0,IN,Unknown
402-0460440-6121109,BENGALURU,KARNATAKA,560081.0,IN,Shipped
405-1148054-9326733,BHUBANESWAR,ODISHA,752100.0,IN,Shipped
403-9451457-6593968,KOTTAYAM,KERALA,686613.0,IN,Unknown
406-2585292-6231561,BALLEPALLE,TELANGANA,509301.0,IN,Shipped
406-2585292-6231561,BALLEPALLE,TELANGANA,509301.0,IN,Shipped
404-8056244-2289151,NAGPUR,MAHARASHTRA,440009.0,IN,Shipped
404-6225401-9303560,VISAKHAPATNAM,ANDHRA PRADESH,530026.0,IN,Shipped
404-6225401-9303560,VISAKHAPATNAM,ANDHRA PRADESH,530026.0,IN,Shipped
403-4424848-0017119,MUMBAI,MAHARASHTRA,400098.0,IN,Shipped
403-4249753-9986712,HYDERABAD,TELANGANA,500032.0,IN,Shipped
406-1183782-6673112,GHAZIABAD,UTTAR PRADESH,201005.0,IN,Shipped
407-9309283-6878758,KOLKATA,WEST BENGAL,700040.0,IN,Shipped
171-5318548-3773160,BENGALURU,KARNATAKA,560068.0,IN,Shipped
171-5235833-8774743,BENGALURU,KARNATAKA,560068.0,IN,Shipped
402-8905423-3101112,KANKE,JHARKHAND,834006.0,IN,Shipped
171-7113344-8998768,NEW DELHI,DELHI,110023.0,IN,Shipped
405-2244208-9457155,Singarayakonda,ANDHRA PRADESH,523101.0,IN,Shipped
405-5976813-1891518,LUCKNOW,UTTAR PRADESH,226003.0,IN,Shipped
402-7326957-5907561,BENGALURU,KARNATAKA,560100.0,IN,Shipped
405-7950542-5100368,ATTILLI,ANDHRA PRADESH,534134.0,IN,Shipped
171-8483400-9709148,NEW DELHI,DELHI,110023.0,IN,Unknown
408-4874767-9293948,NEW DELHI,DELHI,110074.0,IN,Shipped
402-1922976-8183519,SELAQUI,UTTARAKHAND,248011.0,IN,Shipped
408-6197025-6741911,BHUBANESWAR,ODISHA,751016.0,IN,Cancelled
404-7990865-1893120,JAIPUR,RAJASTHAN,302019.0,IN,Shipped
402-1690639-8800311,RAJKOT,Gujarat,360005.0,IN,Shipped
405-3530975-6445925,HYDERABAD,TELANGANA,500049.0,IN,Shipped
402-4303540-6987556,THANE,MAHARASHTRA,401107.0,IN,Shipped
408-8224729-4613142,PUNE,MAHARASHTRA,411021.0,IN,Shipped
405-5940800-2546737,NELLORE,ANDHRA PRADESH,524366.0,IN,Shipped
404-0350706-2018704,Faridabad,HARYANA,121001.0,IN,Cancelled
405-0638194-1437946,NEW DELHI,DELHI,110059.0,IN,Shipped
407-4276205-2824340,PUNE,MAHARASHTRA,411052.0,IN,Shipped
402-1371086-4459532,KUNNAMKULAM,KERALA,680503.0,IN,Shipped
404-0572890-4437117,NAVI MUMBAI,MAHARASHTRA,410206.0,IN,Shipped
408-4773292-9245967,JALANDHAR Cant,PUNJAB,144005.0,IN,Shipped
405-6712612-9685111,PUNALUR,KERALA,691305.0,IN,Unknown
404-8361329-3071540,NASHIK,MAHARASHTRA,422207.0,IN,Shipped
403-5225831-2245152,KALYAN,MAHARASHTRA,421204.0,IN,Shipped
403-3456635-7039551,MUMBAI,MAHARASHTRA,400086.0,IN,Shipped
404-3465931-1627508,THANE,MAHARASHTRA,400706.0,IN,Shipped
405-6022572-6432340,CHENNAI,TAMIL NADU,600006.0,IN,Shipped
408-0883647-8053932,DHARMADOM,KERALA,670661.0,IN,Unknown
406-3739600-9045132,MUMBAI,MAHARASHTRA,400011.0,IN,Shipped
405-5495648-3748327,BENGALURU,KARNATAKA,560073.0,IN,Shipped
408-4626192-8538753,COIMBATORE,TAMIL NADU,641041.0,IN,Shipped
407-3473853-1487526,Pune,MAHARASHTRA,411028.0,IN,Shipped
402-9614148-7158753,MUMBAI,MAHARASHTRA,400103.0,IN,Shipped
403-7486099-2116342,PUNE,MAHARASHTRA,411038.0,IN,Shipped
406-4837760-8562714,MALAVALLI,KARNATAKA,571430.0,IN,Shipped
408-6682339-5004322,JALESWAR,ODISHA,756032.0,IN,Shipped
402-9803541-7573126,SUNDARGARH,ODISHA,770001.0,IN,Shipped
171-4560633-7560346,HYDERABAD,TELANGANA,500090.0,IN,Shipped
407-4790796-9340310,SECUNDERABAD,TELANGANA,500003.0,IN,Cancelled
171-9520430-8052317,KOLKATA,WEST BENGAL,700108.0,IN,Unknown
171-7498280-7894748,KOLKATA,WEST BENGAL,700108.0,IN,Unknown
406-8757042-8311555,CHENNAI,TAMIL NADU,600016.0,IN,Shipped
403-9079596-3289109,Nadia,WEST BENGAL,741313.0,IN,Shipped
405-9725630-8077104,MEENACHIL,KERALA,686585.0,IN,Shipped
404-6137002-8495539,Vyara,Gujarat,394650.0,IN,Shipped
408-5206086-2785104,PALACOLE,ANDHRA PRADESH,534260.0,IN,Unknown
402-0709687-0856357,JORHAT,ASSAM,785001.0,IN,Shipped
407-7881628-9769100,BARRACKPORE,WEST BENGAL,700123.0,IN,Shipped
407-5640715-7774715,BARRACKPORE,WEST BENGAL,700123.0,IN,Shipped
407-5640715-7774715,BARRACKPORE,WEST BENGAL,700123.0,IN,Shipped
407-5640715-7774715,BARRACKPORE,WEST BENGAL,700123.0,IN,Shipped
407-5640715-7774715,BARRACKPORE,WEST BENGAL,700123.0,IN,Shipped
407-5640715-7774715,BARRACKPORE,WEST BENGAL,700123.0,IN,Shipped
406-9318997-9699511,CHANDIGARH,CHANDIGARH,160030.0,IN,Unknown
405-0012144-6097128,ZIRAKPUR,PUNJAB,140603.0,IN,Shipped
408-2558710-7829155,HYDERABAD,TELANGANA,500085.0,IN,Unknown
171-7511828-6793126,vijaypur koulpur,JAMMU & KASHMIR,184120.0,IN,Shipped
408-4496730-1040366,Bankura,WEST BENGAL,722202.0,IN,Shipped
408-9409422-8300305,GANGUVARPATTI,TAMIL NADU,625203.0,IN,Shipped
407-6380278-4593139,NAVI MUMBAI,MAHARASHTRA,410206.0,IN,Shipped
403-7609931-5316306,SHORANUR,KERALA,679121.0,IN,Shipped
404-0767758-2980302,POTTORE,KERALA,680581.0,IN,Shipped
403-3611980-1096341,NORTH GOA,GOA,403006.0,IN,Unshipped
403-8324535-4950762,HYDERABAD,TELANGANA,500090.0,IN,Shipped
403-7961276-7426705,HYDERABAD,TELANGANA,500090.0,IN,Shipped
171-9827152-7690707,BARGARH,ODISHA,768028.0,IN,Shipped
403-2738526-1336365,PIMPRI CHINCHWAD,MAHARASHTRA,411034.0,IN,Shipped
403-9120558-9409918,NEW DELHI,DELHI,110010.0,IN,Shipped
404-3510171-8269158,MUMBAI,MAHARASHTRA,400097.0,IN,Shipped
171-5195769-3125947,BARGARH,ODISHA,768028.0,IN,Shipped
171-2357909-8139538,NEW DELHI,DELHI,110005.0,IN,Shipped
171-9141108-0237952,NEW DELHI,DELHI,110025.0,IN,Shipped
171-9141108-0237952,NEW DELHI,DELHI,110025.0,IN,Shipped
171-7630067-0705158,NEW DELHI,DELHI,110025.0,IN,Shipped
171-7630067-0705158,NEW DELHI,DELHI,110025.0,IN,Shipped
403-5005432-9335563,PUNE,MAHARASHTRA,411006.0,IN,Shipped
408-9254225-1199560,CURCHOREM,GOA,403706.0,IN,Shipped
407-1805509-1281136,MYSURU,KARNATAKA,570009.0,IN,Shipped
408-6962572-5025933,MUMBAI,MAHARASHTRA,400053.0,IN,Shipped
406-1462343-3234719,MALAVALLI,KARNATAKA,571430.0,IN,Cancelled
404-0256844-0499563,BENGALURU,KARNATAKA,560016.0,IN,Shipped
404-4257098-2689963,BENGALURU,KARNATAKA,560016.0,IN,Shipped
407-2373754-1988358,PANIPAT,HARYANA,132103.0,IN,Shipped
405-0185095-4031561,KUNNATHUNAD,KERALA,683565.0,IN,Shipped
405-0185095-4031561,KUNNATHUNAD,KERALA,683565.0,IN,Shipped
405-0554734-2492355,FAIZABAD,UTTAR PRADESH,224001.0,IN,Unknown
406-4045275-2502767,MOHALI,PUNJAB,160062.0,IN,Cancelled
408-5792276-4957923,VIJAYAWADA,ANDHRA PRADESH,520010.0,IN,Shipped
408-5792276-4957923,VIJAYAWADA,ANDHRA PRADESH,520010.0,IN,Shipped
408-5792276-4957923,VIJAYAWADA,ANDHRA PRADESH,520010.0,IN,Shipped
404-6752403-0530715,KOLKATA,WEST BENGAL,700091.0,IN,Shipped
407-5294270-3393911,Thiruverkadu,TAMIL NADU,600077.0,IN,Shipped
406-0653175-4673161,NAVI MUMBAI,MAHARASHTRA,410210.0,IN,Shipped
406-0726940-3202737,JHAJJAR,HARYANA,124103.0,IN,Shipped
405-0251364-2891539,FAIZABAD,UTTAR PRADESH,224001.0,IN,Shipped
405-4279881-2218737,MUMBAI,MAHARASHTRA,400101.0,IN,Shipped
171-2292175-8857939,BENGALURU,KARNATAKA,560068.0,IN,Shipped
404-4859779-4185160,SIRSI,KARNATAKA,581401.0,IN,Shipped
404-3378971-7497125,CHENNAI,TAMIL NADU,600029.0,IN,Shipped
405-4049352-7701951,BENGALURU,KARNATAKA,560102.0,IN,Shipped
402-6275660-6903558,HYDERABAD,TELANGANA,500058.0,IN,Shipped
407-5418865-4539558,NEW DELHI,DELHI,110024.0,IN,Shipped
404-1928072-3697162,VIJAYAWADA,ANDHRA PRADESH,520007.0,IN,Shipped
406-8394053-4469166,BENGALURU,KARNATAKA,560045.0,IN,Unknown
171-8537032-8827519,DEHRADUN,UTTARAKHAND,248001.0,IN,Shipped
171-8182834-8633959,DEHRADUN,UTTARAKHAND,248001.0,IN,Shipped
406-9148052-3237102,NAVSARI,Gujarat,396445.0,IN,Shipped
406-1563529-5712303,BENGALURU,KARNATAKA,560043.0,IN,Unknown
406-6590876-7384368,MUMBAI,MAHARASHTRA,400043.0,IN,Shipped
404-1071673-9704353,JAIPUR,RAJASTHAN,302020.0,IN,Shipped
171-1390746-2062720,Unnao,UTTAR PRADESH,209801.0,IN,Shipped
171-3500823-4626761,BENGALURU,KARNATAKA,560064.0,IN,Shipped
171-4953811-7478703,UDAIPUR,RAJASTHAN,313001.0,IN,Shipped
171-3584078-0448330,UDAIPUR,RAJASTHAN,313001.0,IN,Shipped
171-3584078-0448330,UDAIPUR,RAJASTHAN,313001.0,IN,Shipped
406-9791202-0003533,AMRAVATI,MAHARASHTRA,444601.0,IN,Shipped
171-1810357-1158740,NAGPUR,MAHARASHTRA,440023.0,IN,Shipped
404-5814574-1755553,Secunderabad,TELANGANA,500094.0,IN,Shipped
407-2302210-9853936,HYDERABAD,TELANGANA,500008.0,IN,Shipped
171-3835265-1559546,MUMBAI,MAHARASHTRA,400005.0,IN,Shipped
403-6540239-7631556,MUMBAI,MAHARASHTRA,400011.0,IN,Shipped
407-9242347-4646761,KANPUR,UTTAR PRADESH,208011.0,IN,Shipped
406-5862304-7684305,BENGALURU,KARNATAKA,560045.0,IN,Unknown
171-1321574-4455501,KANPUR,UTTAR PRADESH,208025.0,IN,Shipped
171-3579325-9491557,NAGPUR,MAHARASHTRA,440023.0,IN,Shipped
408-6676676-4716359,BENGALURU,KARNATAKA,562107.0,IN,Shipped
405-5918863-3126710,VIJAYAWADA,ANDHRA PRADESH,520013.0,IN,Shipped
404-4550155-8875549,New Delhi,DELHI,110025.0,IN,Shipped
402-6879674-6469933,Hyderabad,TELANGANA,500053.0,IN,Shipped
407-8367574-0403540,HYDERABAD,TELANGANA,500008.0,IN,Cancelled
408-9094055-5093938,MUNGER,BIHAR,811201.0,IN,Shipped
408-9094055-5093938,MUNGER,BIHAR,811201.0,IN,Shipped
408-0979963-6207569,MUNGER,BIHAR,811201.0,IN,Shipped
404-2328669-0358761,SECUNDERABAD,TELANGANA,500003.0,IN,Shipped
171-6634240-2323517,NEW DELHI,DELHI,110045.0,IN,Cancelled
171-6384306-6075542,HYDERABAD,TELANGANA,500089.0,IN,Shipped
405-6123041-9323553,KOLKATA,WEST BENGAL,700084.0,IN,Shipped
408-1897137-5397152,MUMBAI,MAHARASHTRA,400059.0,IN,Shipped
408-1897137-5397152,MUMBAI,MAHARASHTRA,400059.0,IN,Shipped
408-1833123-1410740,MUMBAI,MAHARASHTRA,400059.0,IN,Shipped
408-1833123-1410740,MUMBAI,MAHARASHTRA,400059.0,IN,Shipped
408-1086323-2914750,MUMBAI,MAHARASHTRA,400059.0,IN,Shipped
408-0155728-5628317,GHAZIABAD,UTTAR PRADESH,201014.0,IN,Shipped
402-4058023-3721160,BERHAMPUR,ODISHA,760001.0,IN,Shipped
408-3561668-9729169,KOLKATA,WEST BENGAL,700022.0,IN,Shipped
406-2536871-8064367,NOIDA,UTTAR PRADESH,201304.0,IN,Unknown
405-0460207-5473146,GHAZIABAD,UTTAR PRADESH,201014.0,IN,Unshipped
405-0670086-7374728,KOLKATA,WEST BENGAL,700052.0,IN,Unknown
407-5418616-3365143,INDORE,MADHYA PRADESH,452001.0,IN,Cancelled
408-6221102-8703541,BENGALURU,KARNATAKA,560068.0,IN,Shipped
407-9404392-1773906,LUCKNOW,UTTAR PRADESH,226012.0,IN,Shipped
402-0046653-2426734,MUMBAI,MAHARASHTRA,400059.0,IN,Unknown
402-0046653-2426734,MUMBAI,MAHARASHTRA,400059.0,IN,Unknown
406-2431572-1501167,ERODE,TAMIL NADU,638505.0,IN,Shipped
407-5111857-8521926,SURAT,Gujarat,395013.0,IN,Shipped
403-0889834-6252350,THANE,MAHARASHTRA,400607.0,IN,Shipped
404-0281448-8491573,ANAND,Gujarat,388355.0,IN,Shipped
406-6389414-8892328,Adilabad,TELANGANA,504001.0,IN,Shipped
405-4998252-9873916,HYDERABAD,TELANGANA,500039.0,IN,Shipped
408-6914283-1142727,BENGALURU,KARNATAKA,560076.0,IN,Shipped
404-0868537-5914706,THIRUVANANTHAPURAM,KERALA,695025.0,IN,Shipped
405-2451183-6159517,DOMBIVLI,MAHARASHTRA,421204.0,IN,Shipped
405-0954958-8849918,PUNE,MAHARASHTRA,411028.0,IN,Shipped
171-7015863-9632325,SANGAMNER,MAHARASHTRA,422605.0,IN,Unshipped
405-3250919-2218743,NEW DELHI,DELHI,110075.0,IN,Shipped
403-9518633-2317909,GANDHINAGAR,Gujarat,382424.0,IN,Shipped
405-1611554-1660346,PATNA,BIHAR,800024.0,IN,Shipped
405-0849011-4563501,KADUNGALLOOR,KERALA,683110.0,IN,Shipped
408-0068609-6117155,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped
171-0209394-6708374,HYDERABAD,TELANGANA,500053.0,IN,Shipped
404-9158967-8124330,NADIM TIRUVURU,ANDHRA PRADESH,521235.0,IN,Cancelled
405-5463739-1819529,RAIPUR,CHHATTISGARH,492001.0,IN,Shipped
404-7305168-7459537,COIMBATORE,TAMIL NADU,641011.0,IN,Shipped
171-6967478-1154719,BENGALURU,KARNATAKA,560035.0,IN,Shipped
171-6967478-1154719,BENGALURU,KARNATAKA,560035.0,IN,Shipped
171-1875352-8870746,BENGALURU,KARNATAKA,560035.0,IN,Shipped
404-3597565-8418755,Loni,MAHARASHTRA,413736.0,IN,Shipped
171-3457676-5965917,MANDI,HIMACHAL PRADESH,175025.0,IN,Shipped
402-9826715-8130752,"Curtorim,South Goa",GOA,403709.0,IN,Shipped
405-4150899-0219542,DOMBIVLI,MAHARASHTRA,421204.0,IN,Unknown
408-5031810-9940305,CHENNAI,TAMIL NADU,600095.0,IN,Shipped
407-6794207-6451519,HYDERABAD,TELANGANA,500002.0,IN,Shipped
405-9447825-5455503,VARANASI,UTTAR PRADESH,221001.0,IN,Shipped
407-3975752-6938710,BIDAR,KARNATAKA,585401.0,IN,Unknown
171-3571289-0264318,NEW DELHI,DELHI,110002.0,IN,Unknown
171-3571289-0264318,NEW DELHI,DELHI,110002.0,IN,Unknown
408-3284607-4081116,KOLKATA,WEST BENGAL,700065.0,IN,Shipped
406-3633666-7225934,"Kalyan - West, THANE",MAHARASHTRA,421301.0,IN,Shipped
406-7965228-9609155,PUDUCHERRY,PUDUCHERRY,605003.0,IN,Shipped
171-9176730-8512339,HIREKERUR,KARNATAKA,581111.0,IN,Shipped
405-8687856-5432307,PUNE,MAHARASHTRA,411052.0,IN,Shipped
405-8687856-5432307,PUNE,MAHARASHTRA,411052.0,IN,Shipped
405-8687856-5432307,PUNE,MAHARASHTRA,411052.0,IN,Shipped
408-0840162-4156331,CHENNAI,TAMIL NADU,600074.0,IN,Shipped
405-0040275-4539513,PUNE,MAHARASHTRA,412207.0,IN,Shipped
404-8653379-6398768,LUCKNOW,UTTAR PRADESH,226012.0,IN,Shipped
407-9906061-5562701,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped
407-0271819-0266721,Hargaon,UTTAR PRADESH,261121.0,IN,Shipped
407-6118753-5410733,Qadian,PUNJAB,143516.0,IN,Shipped
407-0302433-5860343,Qadian,PUNJAB,143516.0,IN,Shipped
406-7222439-7032301,HYDERABAD,TELANGANA,500086.0,IN,Shipped
406-7730373-1475510,AKBARPUR,UTTAR PRADESH,224122.0,IN,Cancelled
402-0308777-4906760,CHENNAI,TAMIL NADU,600010.0,IN,Cancelled
402-6247468-4355542,LAKHIMPUR,UTTAR PRADESH,262701.0,IN,Shipped
408-0191897-6856342,INDORE,MADHYA PRADESH,453555.0,IN,Cancelled
407-4579435-5700327,SIOLIM,GOA,403517.0,IN,Shipped
403-0036242-3033149,BENGALURU,KARNATAKA,560086.0,IN,Shipped
407-2565794-0482757,NAVI MUMBAI,MAHARASHTRA,400701.0,IN,Shipped
402-5140385-2846707,LAKHIMPUR,UTTAR PRADESH,262701.0,IN,Unknown
404-0021725-0879558,NAVI MUMBAI,MAHARASHTRA,410210.0,IN,Shipped
404-3950427-3560345,PATNA,BIHAR,800001.0,IN,Cancelled
404-0357762-6292333,NEW DELHI,DELHI,110007.0,IN,Shipped
408-2569022-1254730,BENGALURU,KARNATAKA,560082.0,IN,Shipped
406-0746755-4771509,HYDERABAD,TELANGANA,500014.0,IN,Shipped
404-5480863-6717968,KOLKATA,WEST BENGAL,700006.0,IN,Shipped
406-9233382-2105960,Port blair,ANDAMAN & NICOBAR ,744103.0,IN,Unknown
404-8272818-8050727,GURUGRAM,HARYANA,122101.0,IN,Shipped
171-7592130-3748313,HYDERABAD,TELANGANA,500049.0,IN,Shipped
406-0596838-0357141,Cochin,KERALA,682037.0,IN,Shipped
171-5586489-3631517,CHENNAI,TAMIL NADU,600099.0,IN,Shipped
408-7096987-9773906,JOWAI,MEGHALAYA,793150.0,IN,Shipped
408-2451889-7778769,Haldwani,UTTARAKHAND,263139.0,IN,Shipped
402-7238574-1285933,KANDAGHAT,HIMACHAL PRADESH,173234.0,IN,Shipped
402-5264609-5679540,Bangalore,KARNATAKA,560061.0,IN,Shipped
408-1857400-1478741,BENGALURU,KARNATAKA,560013.0,IN,Shipped
403-7869065-2180363,CHENNAI,TAMIL NADU,600094.0,IN,Shipped
405-6171069-6241105,PRANTIJ,Gujarat,383205.0,IN,Shipped
405-4607785-5367503,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped
408-2626183-0824343,SURAT,Gujarat,394518.0,IN,Shipped
406-4418457-5360346,Ghaziabad,UTTAR PRADESH,201014.0,IN,Shipped
404-3173729-6038762,jaipur,RAJASTHAN,302015.0,IN,Shipped
171-9178729-9465152,Thrissur,KERALA,680651.0,IN,Shipped
402-5402967-7562760,Haldwani,UTTARAKHAND,263139.0,IN,Shipped
402-4862537-3091545,Chennai,TAMIL NADU,600096.0,IN,Shipped
406-7958588-8833105,NEW DELHI,DELHI,110055.0,IN,Shipped
406-7958588-8833105,NEW DELHI,DELHI,110055.0,IN,Shipped
402-8793488-7260304,BALLABGARH,HARYANA,121004.0,IN,Shipped
402-5963772-5572333,NANDIVARAM GUDUVANCHERI,TAMIL NADU,603202.0,IN,Shipped
408-4969840-0861123,RAMTEK,MAHARASHTRA,441106.0,IN,Shipped
405-9057967-7743511,Thane,MAHARASHTRA,400605.0,IN,Unshipped
402-6770172-0141166,GHAZIABAD,UTTAR PRADESH,201016.0,IN,Shipped
406-8745231-6495564,TENKASI,TAMIL NADU,627814.0,IN,Shipped
405-7930865-8683521,RANCHI,JHARKHAND,834002.0,IN,Shipped
406-1005546-1262739,HYDERABAD,TELANGANA,500084.0,IN,Shipped
408-7893307-8753939,SITAPUR,UTTAR PRADESH,261001.0,IN,Shipped
402-4208324-4436314,PHAGWARA,PUNJAB,144401.0,IN,Shipped
406-3637119-6970739,NEW DELHI,DELHI,110009.0,IN,Shipped
408-9257673-8847543,Tiruttani,TAMIL NADU,631209.0,IN,Shipped
403-1461327-6155510,SHILLONG,MEGHALAYA,793001.0,IN,Shipped
405-9524226-6841105,NEW DELHI,DELHI,110016.0,IN,Shipped
408-9757640-2422746,Virar,MAHARASHTRA,401305.0,IN,Shipped
408-4695934-0447539,GURUGRAM,HARYANA,122101.0,IN,Shipped
405-4784274-2143513,Salem,TAMIL NADU,636308.0,IN,Shipped
407-3545521-7525139,ASANSOL,WEST BENGAL,713304.0,IN,Shipped
406-3627966-8175526,DHARMAVARAM,ANDHRA PRADESH,515671.0,IN,Unknown
404-2795614-0638724,KARIYANGALA,KARNATAKA,574219.0,IN,Shipped
406-0088313-8609124,CHENNAI,TAMIL NADU,600037.0,IN,Shipped
405-5545921-1922755,CHENNAI,TAMIL NADU,600037.0,IN,Shipped
171-5114973-3813910,CHENNAI,TAMIL NADU,600021.0,IN,Shipped
402-6224626-8250732,BENGALURU,KARNATAKA,560102.0,IN,Unshipped
402-7273102-2737104,NASHIK,MAHARASHTRA,422101.0,IN,Shipped
404-4368214-9968314,NEW DELHI,DELHI,110085.0,IN,Shipped
404-4368214-9968314,NEW DELHI,DELHI,110085.0,IN,Shipped
406-7016458-1203535,VISAKHAPATNAM,ANDHRA PRADESH,530016.0,IN,Shipped
407-1562179-1093937,CHENNAI,TAMIL NADU,600028.0,IN,Shipped
402-7197636-6126717,hyderabad,TELANGANA,500095.0,IN,Cancelled
407-0334920-7393918,VELLORE,TAMIL NADU,632007.0,IN,Shipped
402-3189042-3917154,HYDERABAD,TELANGANA,500027.0,IN,Shipped
404-9972004-2327546,Pune,MAHARASHTRA,411011.0,IN,Shipped
404-4959417-1796350,Pune,MAHARASHTRA,411011.0,IN,Shipped
405-3525166-1586761,HYDERABAD,TELANGANA,500084.0,IN,Shipped
403-1391304-6909934,Mumbai,MAHARASHTRA,400067.0,IN,Shipped
406-5728280-9232333,MUMBAI,MAHARASHTRA,400095.0,IN,Shipped
