orderid,fulfillment,shipservicelevel
402-5264609-5679540,Amazon,Expedited
408-1857400-1478741,Merchant,Standard
403-7869065-2180363,Merchant,Standard
405-6171069-6241105,Merchant,Standard
405-4607785-5367503,Merchant,Standard
408-2626183-0824343,Amazon,Expedited
406-4418457-5360346,Merchant,Standard
404-3173729-6038762,Amazon,Expedited
171-9178729-9465152,Amazon,Expedited
402-5402967-7562760,Amazon,Expedited
402-4862537-3091545,Amazon,Expedited
406-7958588-8833105,Merchant,Standard
406-7958588-8833105,Merchant,Standard
402-8793488-7260304,Amazon,Expedited
402-5963772-5572333,Amazon,Expedited
408-4969840-0861123,Amazon,Expedited
405-9057967-7743511,Amazon,Expedited
402-6770172-0141166,Amazon,Expedited
406-8745231-6495564,Amazon,Expedited
405-7930865-8683521,Amazon,Expedited
406-1005546-1262739,Amazon,Expedited
408-7893307-8753939,Amazon,Expedited
402-4208324-4436314,Amazon,Expedited
406-3637119-6970739,Amazon,Expedited
408-9257673-8847543,Amazon,Expedited
403-1461327-6155510,Merchant,Standard
405-9524226-6841105,Amazon,Expedited
408-9757640-2422746,Merchant,Standard
408-4695934-0447539,Amazon,Expedited
405-4784274-2143513,Amazon,Expedited
407-3545521-7525139,Amazon,Expedited
406-3627966-8175526,Merchant,Standard
404-2795614-0638724,Amazon,Expedited
406-0088313-8609124,Merchant,Standard
405-5545921-1922755,Amazon,Expedited
171-5114973-3813910,Merchant,Standard
402-6224626-8250732,Amazon,Expedited
402-7273102-2737104,Merchant,Standard
404-4368214-9968314,Merchant,Standard
404-4368214-9968314,Merchant,Standard
406-7016458-1203535,Amazon,Expedited
407-1562179-1093937,Amazon,Expedited
402-7197636-6126717,Amazon,Expedited
407-0334920-7393918,Amazon,Expedited
402-3189042-3917154,Amazon,Expedited
404-9972004-2327546,Amazon,Expedited
404-4959417-1796350,Amazon,Expedited
405-3525166-1586761,Amazon,Expedited
403-1391304-6909934,Amazon,Expedited
406-5728280-9232333,Amazon,Expedited
407-9353955-4249148,Amazon,Expedited
171-8667174-9531540,Merchant,Standard
404-2798454-3953109,Amazon,Expedited
405-8500765-4459562,Amazon,Expedited
402-2702273-1352305,Amazon,Expedited
405-6404376-8614759,Amazon,Expedited
404-4502923-7163528,Merchant,Standard
404-1589255-6637109,Amazon,Expedited
406-8893390-7200349,Merchant,Standard
405-8188855-9950732,Merchant,Standard
406-2657583-6569916,Merchant,Standard
404-5797156-4329152,Amazon,Expedited
402-5987605-8685104,Amazon,Expedited
402-5987605-8685104,Amazon,Expedited
406-4148102-7513127,Amazon,Expedited
171-3593660-8913903,Merchant,Standard
406-2170170-8189923,Merchant,Standard
404-1061778-3888359,Amazon,Expedited
404-5439071-1193103,Amazon,Expedited
404-0497976-6412347,Merchant,Standard
405-8378130-1572313,Merchant,Standard
171-2350326-5811566,Amazon,Expedited
171-4576015-7867516,Amazon,Expedited
402-8216216-8470758,Amazon,Expedited
404-2073647-0896343,Merchant,Standard
408-4483637-0636330,Amazon,Expedited
405-6656030-8100327,Amazon,Expedited
402-9305010-6694737,Merchant,Standard
403-2067847-2762733,Merchant,Standard
406-2279618-7777120,Amazon,Expedited
171-7342614-9609126,Merchant,Standard
171-1721423-1182734,Amazon,Expedited
408-6027972-9069929,Amazon,Expedited
405-9665087-2952312,Amazon,Expedited
407-0656905-3915521,Merchant,Standard
406-1791747-0725117,Amazon,Expedited
171-5705126-8075526,Merchant,Standard
408-2972776-9274730,Amazon,Expedited
404-4688598-7126722,Merchant,Standard
408-2198230-6301926,Amazon,Expedited
404-9755632-8118714,Amazon,Expedited
404-1349387-6536353,Merchant,Standard
407-6874140-0452338,Merchant,Standard
404-5057616-1394750,Merchant,Standard
408-1713903-3893117,Merchant,Standard
403-5685128-0839503,Amazon,Expedited
405-7231621-1254722,Amazon,Expedited
405-7589678-3497923,Amazon,Expedited
171-1406913-1444342,Amazon,Expedited
404-1020218-8903507,Merchant,Standard
408-6352774-8888349,Merchant,Standard
406-1828819-4592321,Merchant,Standard
406-8284832-6450761,Amazon,Expedited
405-5371913-2457909,Merchant,Standard
403-4878988-3519515,Amazon,Expedited
408-6037724-1333108,Merchant,Standard
404-2082303-4554757,Amazon,Expedited
402-1619663-5383533,Amazon,Expedited
407-0289440-6506703,Amazon,Expedited
171-0729020-6772316,Amazon,Expedited
403-9528644-6297950,Amazon,Expedited
405-5913291-7763503,Amazon,Expedited
407-5996933-8249154,Amazon,Expedited
403-5116439-0293926,Amazon,Expedited
403-6178755-8041127,Merchant,Standard
407-7817528-5762765,Merchant,Standard
408-4119169-0760311,Merchant,Standard
408-0070918-9835578,Merchant,Standard
408-8050084-6879501,Merchant,Standard
407-7979342-2825108,Amazon,Expedited
402-3157184-9464340,Merchant,Standard
402-0518870-4934769,Merchant,Standard
408-4327649-0193141,Merchant,Standard
407-6638570-1671529,Amazon,Expedited
408-5203694-8431550,Merchant,Standard
402-6596256-9548331,Amazon,Expedited
171-2540711-7825961,Amazon,Expedited
405-9416199-3556305,Amazon,Expedited
407-8169030-0312339,Merchant,Standard
403-8951696-3857961,Amazon,Expedited
408-9737194-0949157,Merchant,Standard
402-7805435-6849936,Merchant,Standard
171-7459155-7689129,Merchant,Standard
402-6971755-5526721,Amazon,Expedited
171-4480006-2084365,Amazon,Expedited
408-9631484-1780367,Merchant,Standard
402-9888080-1750741,Amazon,Expedited
406-1392387-2735517,Merchant,Standard
402-7870882-9611534,Amazon,Expedited
402-5680186-4838738,Amazon,Expedited
405-1781940-2309142,Merchant,Standard
404-0108826-5693112,Merchant,Standard
405-7757373-8546727,Amazon,Expedited
403-4460554-8550756,Merchant,Standard
405-6096651-7844362,Merchant,Standard
402-8551505-3498704,Merchant,Standard
402-1753629-1971551,Amazon,Expedited
405-8656345-0032331,Merchant,Standard
403-3991582-4718766,Merchant,Standard
403-1617105-8746707,Amazon,Expedited
404-6467014-4979521,Amazon,Expedited
402-8504868-1916360,Merchant,Standard
407-5688489-1761111,Amazon,Expedited
403-0934100-5866724,Merchant,Standard
403-4809729-0456316,Amazon,Expedited
403-7332277-8113169,Amazon,Expedited
402-6744587-2285143,Merchant,Standard
402-3357999-6742739,Merchant,Standard
408-6183236-6855564,Merchant,Standard
405-2013287-1400331,Merchant,Standard
403-6708046-3631506,Merchant,Standard
405-8485161-8543549,Amazon,Expedited
407-8396035-0889955,Amazon,Expedited
171-9020441-7271540,Amazon,Expedited
171-1081347-9640320,Merchant,Standard
171-1081347-9640320,Merchant,Standard
171-1081347-9640320,Merchant,Standard
171-1081347-9640320,Merchant,Standard
405-8052588-7833904,Merchant,Standard
408-4309766-7756345,Merchant,Standard
404-9755378-5673962,Merchant,Standard
404-3165383-1053918,Amazon,Expedited
405-6272267-3742725,Merchant,Standard
405-6272267-3742725,Merchant,Standard
408-2436476-7421130,Amazon,Expedited
407-3145588-5861129,Amazon,Expedited
404-3727733-4221911,Merchant,Standard
404-9543730-7829913,Merchant,Standard
403-8281710-2282749,Merchant,Standard
408-8031520-1837938,Merchant,Standard
404-7853170-4285966,Amazon,Expedited
405-7081771-1711546,Amazon,Expedited
402-5804473-4322726,Merchant,Standard
402-0735922-9957968,Amazon,Expedited
404-4925569-6827504,Merchant,Standard
408-3981680-7137930,Merchant,Standard
402-9220815-6137113,Amazon,Expedited
405-9516051-4609128,Amazon,Expedited
407-8169546-6484350,Merchant,Standard
406-5172345-5229904,Amazon,Expedited
407-9512337-1301138,Amazon,Expedited
407-6824046-0921943,Amazon,Expedited
408-8323324-2253963,Amazon,Standard
408-7174318-7589131,Amazon,Expedited
405-3874203-0091529,Merchant,Standard
403-9224924-5515513,Merchant,Standard
408-1996765-4485138,Amazon,Expedited
403-6554761-4608356,Amazon,Expedited
405-8225636-0392365,Merchant,Standard
405-8225636-0392365,Merchant,Standard
408-8541751-6333156,Amazon,Expedited
405-9955578-8648341,Merchant,Standard
408-8892942-4296340,Amazon,Expedited
405-8435174-9871532,Merchant,Standard
402-1871537-6443556,Merchant,Standard
402-0144166-4529913,Merchant,Standard
402-0144166-4529913,Merchant,Standard
407-0319353-6234718,Amazon,Expedited
403-8291040-8983515,Merchant,Standard
403-8896895-8597952,Merchant,Standard
407-8884464-8346737,Merchant,Standard
407-6555981-2758722,Amazon,Expedited
402-8194643-0910762,Amazon,Expedited
408-6338771-4546748,Merchant,Standard
408-4184346-1613119,Amazon,Expedited
408-2296346-5876310,Merchant,Standard
404-8579268-6769935,Merchant,Standard
171-1256887-3986766,Merchant,Standard
402-6130117-1529914,Merchant,Standard
403-4906368-6793117,Amazon,Expedited
403-9059689-6312311,Amazon,Expedited
403-9059689-6312311,Amazon,Expedited
403-5694442-3672305,Merchant,Standard
404-1898363-9721953,Amazon,Expedited
404-2416649-3718762,Merchant,Standard
171-7715699-6001927,Amazon,Expedited
171-5054101-9885944,Amazon,Expedited
402-1199469-4283550,Amazon,Expedited
403-1430778-2840336,Merchant,Standard
403-9864024-9501923,Amazon,Expedited
171-8133422-0315562,Merchant,Standard
406-1009687-1153161,Amazon,Expedited
406-9504513-3965969,Merchant,Standard
403-3344646-9752341,Merchant,Standard
406-7864191-6488300,Amazon,Expedited
403-5278303-3621962,Amazon,Expedited
405-3241698-8889117,Amazon,Expedited
407-7951404-2086757,Merchant,Standard
408-2159494-2215529,Amazon,Expedited
408-6852591-2718759,Merchant,Standard
171-8747304-7382722,Merchant,Standard
171-8494871-6353913,Merchant,Standard
171-3871365-5562769,Amazon,Expedited
404-0107984-9215562,Merchant,Standard
404-1927104-3110748,Amazon,Expedited
408-4434839-4001929,Merchant,Standard
408-4598863-7028306,Merchant,Standard
402-7470665-8302703,Amazon,Expedited
171-3297345-1841944,Amazon,Expedited
171-3297345-1841944,Amazon,Expedited
405-2895380-1771548,Amazon,Expedited
404-1517981-9451563,Merchant,Standard
171-2393160-7521921,Amazon,Expedited
403-1718228-3634768,Amazon,Expedited
402-2889832-6493950,Amazon,Expedited
402-1928773-3405902,Amazon,Expedited
402-4179556-4463506,Merchant,Standard
403-7419051-7005958,Amazon,Expedited
405-7271273-4365105,Merchant,Standard
406-2722421-9647510,Merchant,Standard
406-3032401-8789101,Amazon,Expedited
408-5126366-5933142,Amazon,Expedited
171-4751815-6426722,Merchant,Standard
402-3717101-6948327,Amazon,Expedited
171-1749292-0711554,Merchant,Standard
406-6000661-1318711,Amazon,Expedited
171-4004708-1565135,Merchant,Standard
408-3559228-2377155,Amazon,Expedited
406-3217394-8624355,Amazon,Expedited
402-5645787-0280310,Merchant,Standard
402-5645787-0280310,Merchant,Standard
171-6166862-9129159,Amazon,Expedited
403-5808165-1933914,Merchant,Standard
406-7402951-8278713,Amazon,Expedited
402-5876901-8713956,Merchant,Standard
404-7786347-2183541,Amazon,Expedited
404-1493544-3261925,Amazon,Expedited
171-2430732-6680364,Merchant,Standard
406-8972185-6337931,Amazon,Expedited
403-8569470-9374736,Amazon,Expedited
171-9616384-0421161,Amazon,Expedited
402-2961008-5620318,Merchant,Standard
407-7862275-1084368,Merchant,Standard
404-7521243-9526756,Merchant,Standard
403-7726858-5412352,Amazon,Expedited
403-7726858-5412352,Amazon,Expedited
408-1738448-9078734,Amazon,Expedited
408-7385606-2766742,Merchant,Standard
407-1627634-6701921,Amazon,Expedited
407-7147999-5785933,Amazon,Expedited
171-3870051-5795544,Amazon,Expedited
404-4408132-6430716,Amazon,Expedited
405-9717103-8000305,Amazon,Expedited
405-9717103-8000305,Amazon,Expedited
405-5487177-6768301,Merchant,Standard
405-5637055-7673942,Amazon,Expedited
171-2042488-9571543,Amazon,Expedited
171-5868905-9257925,Amazon,Expedited
402-2384479-6653948,Merchant,Standard
407-3715150-3952343,Merchant,Standard
406-3221488-3999523,Merchant,Standard
406-1562652-7561953,Amazon,Expedited
402-1725788-0282743,Merchant,Standard
406-7604733-1878751,Merchant,Standard
403-5926666-6177161,Amazon,Expedited
404-2575128-6494724,Merchant,Standard
402-9440538-8596341,Amazon,Expedited
403-8325979-2165935,Merchant,Standard
406-8084472-9435560,Merchant,Standard
402-5505578-3845951,Amazon,Expedited
406-9640602-8770712,Amazon,Expedited
405-0893142-4493153,Merchant,Standard
407-9851624-8941909,Amazon,Expedited
404-8757294-2313109,Merchant,Standard
406-2757918-6442752,Amazon,Expedited
171-0432143-6775541,Merchant,Standard
405-9109441-9160354,Merchant,Standard
407-4247865-7943527,Merchant,Standard
403-9299560-7157959,Merchant,Standard
171-7538800-1113916,Amazon,Expedited
402-5560458-9465129,Merchant,Standard
407-3606223-5513913,Amazon,Expedited
171-8339728-4611557,Amazon,Expedited
402-8401262-5517151,Amazon,Expedited
402-8912926-4016363,Amazon,Expedited
402-7474664-2385120,Amazon,Expedited
402-5900566-7617922,Merchant,Standard
402-5900566-7617922,Merchant,Standard
171-9612584-5327557,Merchant,Standard
403-1609278-2030758,Amazon,Expedited
407-4549955-0728318,Amazon,Expedited
171-2516235-3319550,Amazon,Expedited
408-0790840-9471541,Amazon,Expedited
403-1811984-8888345,Amazon,Expedited
406-0767485-9263531,Merchant,Standard
408-7477093-7591510,Amazon,Expedited
404-5413770-9949915,Merchant,Standard
404-4205260-5773147,Amazon,Expedited
402-1554701-4762760,Merchant,Standard
406-0131923-7053104,Amazon,Expedited
405-1803358-1253933,Merchant,Standard
406-7893670-9431524,Amazon,Expedited
405-8998950-4661969,Amazon,Expedited
405-4469364-0924343,Merchant,Standard
408-3746112-6289962,Amazon,Expedited
404-4852956-6758706,Amazon,Expedited
406-6877854-2357142,Merchant,Standard
171-7100293-9390758,Amazon,Expedited
407-6734233-7737909,Amazon,Expedited
405-1939681-3713146,Amazon,Expedited
406-2298011-5309151,Amazon,Expedited
408-0799847-4861108,Merchant,Standard
403-3648357-7982737,Amazon,Expedited
406-0250347-3732319,Merchant,Standard
405-0250931-8917978,Amazon,Expedited
403-6438650-2551555,Amazon,Expedited
171-5528553-8684362,Amazon,Expedited
171-2132421-9669116,Merchant,Standard
405-3645383-3318733,Merchant,Standard
405-1057300-1021959,Merchant,Standard
407-6278420-9963539,Merchant,Standard
407-7678762-7113906,Merchant,Standard
406-8941409-3420345,Merchant,Standard
407-2775169-9387536,Merchant,Standard
406-0784513-2492330,Amazon,Expedited
406-1488897-9389132,Amazon,Expedited
403-9362315-3987531,Merchant,Standard
408-7490422-7606714,Merchant,Standard
407-7092109-1486762,Merchant,Standard
407-0243146-3961963,Merchant,Standard
404-9620598-8030741,Merchant,Standard
404-9620598-8030741,Merchant,Standard
404-2697650-5113125,Amazon,Expedited
407-0464174-5245955,Amazon,Expedited
171-0419225-8448349,Amazon,Expedited
402-7800972-7625903,Amazon,Expedited
403-6203735-5046726,Merchant,Standard
404-9050833-7651526,Amazon,Expedited
403-3345367-2945132,Merchant,Standard
403-3345367-2945132,Merchant,Standard
406-4141336-2485131,Merchant,Standard
406-3163082-5271553,Amazon,Expedited
171-6344657-3217936,Merchant,Standard
171-6344657-3217936,Merchant,Standard
171-6344657-3217936,Merchant,Standard
171-6344657-3217936,Merchant,Standard
171-8399801-6525156,Amazon,Expedited
407-3541568-1083529,Merchant,Standard
408-5301100-8168329,Merchant,Standard
406-5982361-2145939,Amazon,Expedited
402-1568348-4189910,Amazon,Expedited
402-5382246-6623543,Merchant,Standard
407-2396061-2312321,Amazon,Expedited
404-8612284-7567543,Amazon,Expedited
406-4570293-6378761,Merchant,Standard
403-8278715-8404363,Merchant,Standard
408-9845549-7017104,Amazon,Expedited
402-6020196-3437120,Merchant,Standard
406-7649156-9993956,Amazon,Expedited
404-9035886-1056355,Amazon,Expedited
407-5837780-1206767,Merchant,Standard
406-3347115-5901117,Amazon,Expedited
403-9222648-3305914,Merchant,Standard
404-1896535-9333955,Amazon,Expedited
406-9714614-5096369,Merchant,Standard
402-3674310-4361933,Amazon,Expedited
407-9700732-6027567,Merchant,Standard
404-0869023-1751543,Amazon,Expedited
171-6147285-7686736,Amazon,Expedited
408-0752305-9541159,Merchant,Standard
408-0752305-9541159,Merchant,Standard
403-8701460-8291536,Merchant,Standard
405-9569980-5182714,Amazon,Expedited
407-8772356-1044343,Amazon,Expedited
402-9622420-3397135,Amazon,Expedited
402-4229376-2064351,Merchant,Standard
402-9783081-5452304,Amazon,Expedited
402-3958025-4591541,Merchant,Standard
402-5679902-8440317,Merchant,Standard
408-1367797-0200361,Amazon,Expedited
406-2343918-5352312,Merchant,Standard
403-5171062-0994728,Amazon,Expedited
171-9849331-3208306,Amazon,Standard
408-1420699-5945168,Merchant,Standard
404-6857296-5257968,Amazon,Expedited
408-2980376-4978749,Amazon,Expedited
406-7194805-1027550,Amazon,Expedited
406-3737607-8211561,Merchant,Standard
408-5842695-6170754,Amazon,Expedited
405-9102007-5688330,Merchant,Standard
402-9228360-8117943,Merchant,Standard
405-9700262-7771514,Merchant,Standard
408-0878299-8537157,Amazon,Standard
406-1212790-7827565,Merchant,Standard
405-7280843-5755504,Amazon,Expedited
406-7933758-8941910,Merchant,Standard
406-2098634-7421917,Amazon,Expedited
402-0177661-2094771,Amazon,Expedited
408-8205198-6351552,Amazon,Expedited
408-6635516-2361136,Merchant,Standard
408-3314495-6121932,Merchant,Standard
408-8642257-0657100,Merchant,Standard
171-4558609-8111516,Amazon,Expedited
405-8880187-7948361,Amazon,Expedited
171-2921907-3948350,Merchant,Standard
404-4778849-6901128,Merchant,Standard
402-3720513-5241954,Amazon,Expedited
407-3826854-7025104,Merchant,Standard
404-1465728-1683519,Merchant,Standard
403-2971506-3884326,Amazon,Expedited
404-4244334-0867550,Merchant,Standard
408-2008947-6609127,Merchant,Standard
408-9023026-2131545,Amazon,Expedited
407-8413014-2561916,Merchant,Standard
407-1590741-1451522,Amazon,Expedited
402-5995407-1692364,Amazon,Expedited
407-0073534-1582750,Merchant,Standard
407-7913146-4273941,Merchant,Standard
405-2811149-2853150,Amazon,Expedited
403-7725970-4367547,Amazon,Expedited
171-1192913-3571535,Merchant,Standard
408-3522935-9788360,Amazon,Expedited
408-3747103-5122763,Merchant,Standard
406-6035915-6238754,Amazon,Expedited
402-2650494-4141926,Merchant,Standard
402-2650494-4141926,Merchant,Standard
404-2175748-9487555,Amazon,Expedited
404-1333167-7003510,Amazon,Expedited
171-0797415-5044303,Amazon,Expedited
405-2383052-5705140,Merchant,Standard
403-7694471-0504339,Amazon,Expedited
404-9984021-6534708,Merchant,Standard
408-6435853-5221109,Amazon,Expedited
407-8064128-3245927,Amazon,Expedited
406-7484262-5653912,Merchant,Standard
171-5233375-3494737,Amazon,Expedited
408-5623004-6042722,Merchant,Standard
404-7695500-5886749,Amazon,Expedited
404-6961914-0829908,Merchant,Standard
403-3929915-8709152,Merchant,Standard
406-1648053-8918764,Amazon,Expedited
407-4990073-3186721,Merchant,Standard
402-7559894-2901141,Amazon,Expedited
404-1647357-5726701,Amazon,Expedited
402-4446057-2663542,Amazon,Expedited
405-9102532-6218733,Amazon,Expedited
405-9036147-3522705,Amazon,Expedited
405-5485616-5052346,Merchant,Standard
408-0187324-2986712,Merchant,Standard
402-2249900-5753900,Amazon,Expedited
402-1026451-5759510,Merchant,Standard
408-3828170-3808330,Merchant,Standard
402-8791713-0809134,Amazon,Expedited
405-0097722-4750710,Merchant,Standard
404-9957420-9641959,Amazon,Expedited
406-5220351-9250757,Amazon,Expedited
408-3436074-1774756,Merchant,Standard
405-2683049-1618728,Amazon,Expedited
406-9795307-2145133,Amazon,Expedited
405-3011474-4349169,Amazon,Expedited
408-4331868-3855529,Merchant,Standard
404-5956522-9756362,Merchant,Standard
405-4209323-1169908,Amazon,Expedited
408-3312292-0929103,Amazon,Expedited
408-3902105-3948331,Amazon,Expedited
408-8977778-8616305,Amazon,Standard
403-8731000-4204337,Merchant,Standard
408-1376593-9370761,Merchant,Standard
403-5687831-6062721,Merchant,Standard
403-0954036-0947537,Merchant,Standard
405-4231730-8793948,Merchant,Standard
404-5428936-1669960,Amazon,Expedited
403-9856165-2975507,Amazon,Expedited
402-8759053-1780306,Merchant,Standard
404-0662093-9557140,Merchant,Standard
404-0662093-9557140,Merchant,Standard
406-8781058-9290760,Amazon,Expedited
404-9888780-8068355,Merchant,Standard
404-6344790-0981164,Amazon,Expedited
406-3204455-5353904,Amazon,Expedited
171-3034645-6497152,Merchant,Standard
402-1091078-1415530,Amazon,Expedited
407-0176165-8804354,Amazon,Expedited
403-2168882-3844325,Amazon,Expedited
406-9419250-2170716,Amazon,Expedited
402-9115190-7596329,Amazon,Expedited
408-3841690-9379534,Amazon,Expedited
402-5032060-8208358,Merchant,Standard
406-4433986-3527542,Amazon,Expedited
406-4433986-3527542,Amazon,Expedited
406-3868096-1347563,Amazon,Expedited
406-1013299-4165113,Merchant,Standard
406-1013299-4165113,Merchant,Standard
407-5936770-0231530,Merchant,Standard
404-9285674-8349165,Merchant,Standard
403-5711653-9947501,Amazon,Expedited
407-6327393-9790721,Amazon,Expedited
406-5919564-7339529,Merchant,Standard
406-5919564-7339529,Merchant,Standard
171-0394078-7760301,Amazon,Expedited
402-8461361-0682763,Amazon,Expedited
171-9276355-8501149,Amazon,Expedited
402-4509607-4677112,Merchant,Standard
171-4345519-3793169,Merchant,Standard
408-0391626-7002737,Merchant,Standard
403-4971217-7414724,Merchant,Standard
406-1229485-5046751,Merchant,Standard
407-9622126-8809926,Amazon,Expedited
404-2339782-4303531,Amazon,Expedited
406-5994003-6451556,Amazon,Expedited
407-3487183-6317907,Amazon,Expedited
405-7734277-9161922,Amazon,Expedited
405-7734277-9161922,Amazon,Expedited
408-5534448-8405145,Amazon,Standard
408-9538794-2155529,Amazon,Expedited
405-1242524-5283558,Amazon,Expedited
408-7363407-5092346,Amazon,Standard
408-6509771-4175560,Amazon,Expedited
405-6976401-3986721,Amazon,Expedited
403-4681982-4428359,Merchant,Standard
404-6986314-0497121,Amazon,Expedited
402-4427854-7497134,Amazon,Expedited
406-9583003-2797148,Merchant,Standard
407-0252141-8073951,Merchant,Standard
406-0006093-5553105,Amazon,Expedited
171-5354638-0421945,Amazon,Expedited
404-2808685-3917929,Amazon,Expedited
407-6528316-9878708,Amazon,Expedited
403-2351663-8746747,Amazon,Expedited
408-3431715-7390744,Amazon,Expedited
406-5938080-9246747,Amazon,Expedited
406-5938080-9246747,Amazon,Expedited
171-1324382-6910745,Amazon,Expedited
407-5348640-4881122,Merchant,Standard
403-2224176-7250743,Merchant,Standard
405-4969432-3413936,Merchant,Standard
405-4774453-6665949,Amazon,Expedited
407-2033544-3390760,Merchant,Standard
408-7080998-8561129,Amazon,Expedited
403-0277906-8032300,Amazon,Expedited
408-9367366-1224356,Amazon,Expedited
408-9367366-1224356,Amazon,Expedited
408-6176421-4673963,Merchant,Standard
405-1821561-4065133,Amazon,Expedited
408-5006252-7424328,Amazon,Expedited
406-5381130-0800304,Merchant,Standard
403-2575259-8350736,Amazon,Expedited
403-4706195-3865948,Amazon,Expedited
405-1014232-8681154,Amazon,Expedited
405-1014232-8681154,Amazon,Expedited
407-8795006-4210712,Amazon,Expedited
407-8795006-4210712,Amazon,Expedited
404-0043972-3085150,Merchant,Standard
405-0039280-5799567,Amazon,Expedited
407-0225323-4729123,Merchant,Standard
402-3503978-8246736,Amazon,Expedited
402-3503978-8246736,Amazon,Expedited
402-3503978-8246736,Amazon,Expedited
408-3087007-5423504,Merchant,Standard
406-3959383-1590747,Amazon,Expedited
406-4456828-6620339,Amazon,Expedited
405-7589306-0124350,Merchant,Standard
403-1822042-7001969,Merchant,Standard
171-9409580-4808354,Amazon,Expedited
171-9409580-4808354,Amazon,Expedited
171-8481339-7585947,Amazon,Expedited
171-1831298-0966719,Merchant,Standard
171-1831298-0966719,Merchant,Standard
171-1831298-0966719,Merchant,Standard
407-0931879-6986761,Amazon,Expedited
403-2185404-2336307,Merchant,Standard
408-5005250-7909929,Amazon,Standard
407-8849601-4616348,Amazon,Expedited
403-3317362-6161948,Amazon,Expedited
403-8824984-7086700,Merchant,Standard
406-8235994-6314712,Merchant,Standard
405-1441007-8460350,Merchant,Standard
405-7079434-3246701,Amazon,Expedited
403-1078580-4817145,Merchant,Standard
406-1613176-6151511,Merchant,Standard
408-4276699-1267552,Amazon,Expedited
405-0166258-2006744,Amazon,Expedited
407-1009495-0829907,Merchant,Standard
403-1811684-7990714,Amazon,Expedited
408-3604840-0370716,Amazon,Expedited
408-2916116-4811522,Amazon,Expedited
408-5975719-3295534,Amazon,Expedited
404-5051103-9562721,Amazon,Expedited
403-8653474-7621919,Amazon,Expedited
406-1241173-0543533,Amazon,Expedited
406-2634790-0031541,Amazon,Expedited
405-7387101-0701964,Amazon,Expedited
171-5474691-9271502,Amazon,Expedited
171-7013838-1443562,Amazon,Expedited
402-1252447-3033103,Amazon,Expedited
406-8628138-9152322,Amazon,Expedited
406-8628138-9152322,Amazon,Expedited
408-2419826-6081160,Amazon,Expedited
406-1777144-9705906,Merchant,Standard
403-0842292-6462719,Merchant,Standard
405-2205169-1319520,Amazon,Expedited
404-0915155-1388341,Amazon,Expedited
402-5558864-3656354,Amazon,Expedited
402-5558864-3656354,Amazon,Expedited
171-6549821-3727534,Merchant,Standard
402-7551402-0064368,Merchant,Standard
402-7551402-0064368,Merchant,Standard
405-2407593-7066768,Amazon,Expedited
407-8801117-6184302,Merchant,Standard
407-4823803-4018765,Merchant,Standard
408-4545334-7198702,Merchant,Standard
408-4545334-7198702,Merchant,Standard
406-9966630-0097917,Merchant,Standard
403-7738448-8729936,Merchant,Standard
407-8123671-9321136,Amazon,Expedited
403-2881657-1567539,Merchant,Standard
403-1904374-9303516,Amazon,Expedited
406-7904006-2091502,Amazon,Expedited
403-4534592-1445149,Merchant,Standard
402-6984958-5677153,Amazon,Expedited
408-4457517-9253968,Merchant,Standard
407-0662798-2495540,Amazon,Expedited
405-6170953-3473955,Amazon,Expedited
402-7997607-6642705,Amazon,Expedited
171-5858963-2637106,Amazon,Expedited
407-7518897-4138765,Merchant,Standard
171-7026969-1955542,Merchant,Standard
407-5455938-1827521,Merchant,Standard
407-4059940-2093101,Merchant,Standard
402-5189825-2652345,Amazon,Expedited
403-0631932-8326700,Merchant,Standard
408-8813100-9797969,Amazon,Expedited
408-8083219-0725954,Amazon,Expedited
406-1619202-3983549,Amazon,Expedited
171-4897428-2144366,Amazon,Expedited
407-8242002-2369166,Merchant,Standard
405-1226970-4490701,Merchant,Standard
405-0972261-0557136,Merchant,Standard
402-0806427-9937940,Merchant,Standard
403-3081937-2441957,Merchant,Standard
403-2354658-1433941,Merchant,Standard
405-7400000-1326725,Merchant,Standard
404-6152915-0218721,Amazon,Expedited
408-0246045-5194750,Amazon,Expedited
402-9762685-1705934,Merchant,Standard
408-1478926-2156349,Amazon,Expedited
408-0752231-2937957,Merchant,Standard
406-1886682-4529904,Merchant,Standard
403-8031127-3999536,Amazon,Expedited
404-4294889-5122764,Merchant,Standard
404-1867391-9578740,Merchant,Standard
407-4663990-9933963,Merchant,Standard
404-0266653-1504346,Amazon,Expedited
406-8226863-6057109,Amazon,Expedited
402-6899015-5880305,Merchant,Standard
406-2681848-5073940,Amazon,Expedited
402-0504618-6672305,Merchant,Standard
406-5073411-7212363,Merchant,Standard
406-3830253-8644302,Amazon,Expedited
408-6780382-7137908,Amazon,Expedited
407-9237037-8353956,Merchant,Standard
407-7660032-9765126,Amazon,Expedited
406-4454966-7741918,Amazon,Expedited
406-0965162-1101169,Merchant,Standard
406-0965162-1101169,Merchant,Standard
406-6556927-0235546,Amazon,Expedited
408-1607467-7428333,Amazon,Expedited
406-0050007-4068349,Merchant,Standard
408-8431099-5169134,Amazon,Expedited
404-7885715-9885913,Merchant,Standard
407-6172056-1253937,Merchant,Standard
404-8541183-2625124,Merchant,Standard
402-3456621-7581969,Merchant,Standard
407-9271875-3855507,Amazon,Expedited
408-6340880-6094707,Merchant,Standard
